Snapshot Date,Snapshot Month,Symbol,Sector,Industry,Archetype,Economic Sensitivity,Investor Role,Mkt Cap Cr,52W Low,CMP,52W High,Buy 20% Less,Day Chg%,1W Return %,1M Return %,Trend,Technical Setup,RSI,Vol Spike,Beta,EPS,PE,Book Value,P/B,Div Yield%,Fair Val,Rev Growth%,ROE%,ROA%,Debt/Equity,News Summary & Digest,Sentiment & Score,News Source,Strengths,Weaknesses,Quality Score,Valuation Score,Timing Score,Total Score,Buying Zone,Buy/Sell Price Range,Final Action
2026-08-31,2026-08,CPSEETF,,,ETF,Low-Medium,Index / Allocation,,85.67,92.58,112,-17.34%,-0.19,-1.58,-2.45,Strong Downtrend,🟡 Consolidating,38.3,0.58,0.47,,12.38,,,,₹150,,,,,"5 articles, dominant topic: general. CPSE ETF - Live CPSE ETF Share Price, Returns & More. - Upstox (mostly general-related coverage, no strong signal)",Neutral,"Upstox, HDFC Sky, Univest",✓ Oversold RSI (38.3) — good entry | ✓ Broad index / asset allocation,✗ Below 200-day MA — long-term trend broken,30,20,10,60,🟢 ACCUMULATE,< ₹120,ACCUMULATE
2026-08-31,2026-08,SILVERBEES,,,ETF,Low-Medium,Index / Allocation,,111.33,223.21,360,-38.00%,-3.13,-3.71,8.09,Downtrend,🟡 Consolidating,50.8,1.08,1.37,,,,,,,,,,,"10 articles, dominant topic: dividends. Nippon India Silver ETF Share Price NSE/BSE - Live Price Charts & Performance - HDFC Sky (mostly dividends-related coverage, no strong signal)",Neutral,"HDFC Sky, TradingView, Upstox",✓ Broad index / asset allocation,✗ Below 200-day MA — long-term trend broken,30,20,3,53,🟢 ACCUMULATE,,HOLD
2026-08-31,2026-08,MON100,,,DEFAULT,,,,200.65,332.2,342.55,-3.02%,1.56,1.29,8.85,Strong Uptrend,🟢 Tight Base,50.5,1.29,0.75,,33.01,,,,₹201,,,,,"6 articles, dominant topic: general. MON100 Share Price Today - MOTILAL OS NASDAQ100 ETF Stock Price Live NSE/BSE - Univest (mostly general-related coverage, no strong signal)",Neutral,"Univest, CNBC TV18, HDFC Sky",,,0,5,13,18,❌ WAIT,> ₹221,AVOID
2026-08-31,2026-08,ULTRACEMCO,Basic Materials,Building Materials,INDUSTRIAL_CAPEX,High,Cyclical,"₹3,44,679 Cr",10325,11450,13110,-12.66%,-1.2,-0.47,-3.81,Downtrend,🟡 Consolidating,37.8,1.67,1.26,289.65,40.45,2605.1,4.5,2.05,"₹5,793",16.61,,,29.43,"39 articles, dominant topic: dividends. UltraTech Cement Limited (NSE:ULTRACEMCO) Looks Interesting, And It's About To Pay A Dividend - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, HDFC Sky",✓ Strong REV GROWTH 16.6% | ✓ Good dividend yield (2.0%) | ✓ Oversold RSI (37.8) — good entry,✗ High debt (29.4x) | ✗ Expensive PE (40.5x) | ✗ Expensive P/B (4.5x),8,9,10,27,❌ WAIT,"> ₹6,372",WATCH
2026-08-31,2026-08,SHYAMMETL,Basic Materials,Steel,COMMODITY_CYCLICAL,Very High,Cyclical,"₹28,960 Cr",746,1093.5,1090,0.32%,-0.57,9.24,6.31,Strong Uptrend,🟡 Consolidating,79,0.78,0.92,40.45,25.72,404.45,2.57,0.52,₹324,22.74,,,8.13,"17 articles, dominant topic: dividends. Does Shyam Metalics and Energy (NSE:SHYAMMETL) Deserve A Spot On Your Watchlist? - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, vinanet.vn",✓ Strong REV GROWTH 22.7%,✗ High debt (8.1x) | ✗ Expensive PE (25.7x) | ✗ Expensive P/B (2.6x),10,3,10,23,❌ WAIT,> ₹356,WATCH
2026-08-31,2026-08,ANGELONE,Financial Services,Capital Markets,FINANCIAL_CAPITAL_MARKETS,High,Market-sensitive,"₹26,862 Cr",208.63,286.9,360.45,-20.41%,-2.41,0.31,-3.71,Uptrend,🟠 Volatile,45.4,2.94,1.7,11.07,26.56,67.17,4.38,1.72,₹221,1.36,,,129.31,"46 articles, dominant topic: earnings. Angel One Share Price - Live NSE: ANGELONE Stock Price & Chart - Upstox (mostly earnings-related coverage, no strong signal)",Neutral,"Upstox, Goodreturns, simplywall.st",✓ Volume spike 2.9x on uptrend,,2,19,20,41,❌ WAIT,> ₹244,HOLD
2026-08-31,2026-08,FORTIS,Healthcare,Medical Care Facilities,QUALITY_GROWTH,Medium,Long-term Growth,"₹69,754 Cr",766.8,906.9,1104.3,-17.88%,-2.14,-1.21,-4.03,Downtrend,🟡 Consolidating,41.8,1.4,0.83,13.7,67.44,131.07,7.05,0.11,₹342,17.14,,,34.15,"55 articles, dominant topic: acquisitions. FORTIS Forecast — Price Target — Prediction for 2027 - TradingView (bullish signals: record high)",Neutral,"TradingView, simplywall.st, Goodreturns",✓ Strong REV GROWTH 17.1%,✗ High debt (34.1x) | ✗ Expensive PE (67.4x) | ✗ Below 200-day MA — long-term trend broken,8,6,5,19,❌ WAIT,> ₹377,AVOID
2026-08-31,2026-08,VBL,Consumer Defensive,Beverages - Non-Alcoholic,CONSUMER_STAPLES,Low,Defensive,"₹1,48,152 Cr",381,400.45,555.8,-27.95%,-3.27,-6.44,-9.46,Strong Downtrend,🟡 Consolidating,29.1,1.38,1.11,9.97,43.93,64.37,6.8,0.47,₹349,7.15,16.85,9.78,15.87,"49 articles, dominant topic: earnings. Some Confidence Is Lacking In Varun Beverages Limited's (NSE:VBL) P/E - simplywall.st (bullish signals: profit rises, record high)",Bullish (2/10),"simplywall.st, BusinessLine, Upstox",✓ Deeply oversold RSI (29.1) | ✓ Bullish news signal (2/10) — positive momentum,✗ Below 200-day MA — long-term trend broken,9,10,16,35,❌ WAIT,> ₹384,HOLD
2026-08-31,2026-08,CRISIL,Financial Services,Financial Data & Stock Exchanges,FINANCIAL_CAPITAL_MARKETS,High,Market-sensitive,"₹32,762 Cr",3686,4821.8,5221.5,-7.65%,1.88,7.67,10.6,Strong Uptrend,🟠 Volatile,77.1,2.26,0.66,121.89,36.75,447.35,10.01,0.89,"₹2,438",11.94,29.05,14.87,10.23,"62 articles, dominant topic: dividends. CRISIL Ltd Share Price Today,, CRISIL Share Price NSE, BSE - Business Today (bullish signals: profit rises, upgrade; bearish signals: downgrade)",Bullish (8/10),"Business Today, simplywall.st, Business Standard",✓ Strong ROE 29.1% | ✓ Volume spike 2.3x on uptrend | ✓ Bullish news signal (8/10) — positive momentum,✗ Overbought RSI (77.1) — wait,25,8,19,52,🟠 SMALL BUY,"> ₹2,682",ACCUMULATE
2026-08-31,2026-08,COLPAL,Consumer Defensive,Household & Personal Products,CONSUMER_STAPLES,Low,Defensive,"₹51,046 Cr",1782,1897.6,2504,-24.22%,3.87,0.99,-8.6,Strong Downtrend,🟠 Volatile,32.3,3.18,0.84,49.87,37.63,58.24,32.22,2.55,"₹1,745",-0.26,,,2.99,"29 articles, dominant topic: dividends. Colgate Palmolive Share Price - Live NSE: COLPAL Stock Price & Chart - Upstox (bullish signals: record high)",Neutral,"Upstox, simplywall.st, TradingView",✓ Good dividend yield (2.5%) | ✓ Oversold RSI (32.3) — good entry,✗ Poor REV GROWTH -0.3% | ✗ Below 200-day MA — long-term trend broken,0,25,10,35,🔎 INVESTIGATE WHY,"₹1,745 – ₹1,920",HOLD
2026-08-31,2026-08,PGHH,Consumer Defensive,Household & Personal Products,CONSUMER_STAPLES,Low,Defensive,"₹26,257 Cr",8075.5,7979.5,14509,-45.00%,-1.39,-1.82,-7.15,Strong Downtrend,🟡 Consolidating,14.5,1.87,0.31,243.83,33.17,232.1,34.85,1.48,"₹8,534",2.15,,,0.12,"17 articles, dominant topic: dividends. Investors in Procter & Gamble Hygiene and Health Care (NSE:PGHH) have unfortunately lost 18% over the last year - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, vinanet.vn",✓ Attractive PE (33.2x) | ✓ Deeply oversold RSI (14.5),✗ Poor REV GROWTH 2.1% | ✗ Below 200-day MA — long-term trend broken,0,20,15,35,❌ WAIT,"₹7,681 – ₹8,534",HOLD
2026-08-31,2026-08,HEROMOTOCO,Consumer Cyclical,Auto Manufacturers,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹1,12,569 Cr",4671.5,5450,6388.5,-14.69%,-2.68,-4.13,1.19,Uptrend,🟡 Consolidating,17.4,0.76,1.18,274.71,20.47,1080.08,5.21,3.25,"₹5,494",15.56,,,3.57,"15 articles, dominant topic: dividends. Hero MotoCorp Share Price - Live NSE: HEROMOTOCO Stock Price & Chart - Upstox (mostly dividends-related coverage, no strong signal)",Neutral,"Upstox, simplywall.st, TradingView",✓ Strong REV GROWTH 15.6% | ✓ Good dividend yield (3.2%) | ✓ Deeply oversold RSI (17.4),✗ High debt (3.6x) | ✗ Expensive P/B (5.2x),8,18,25,51,❌ WAIT,"₹4,945 – ₹5,494",ACCUMULATE
2026-08-31,2026-08,SONACOMS,Consumer Cyclical,Auto Parts,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹49,599 Cr",402.3,813.05,844,-3.67%,-0.24,-0.06,5.67,Strong Uptrend,🟡 Consolidating,56,0.78,1.22,11.16,71.24,96.21,8.26,0.45,₹223,26.24,,,7.21,"32 articles, dominant topic: earnings. Sona BLW Precision Forgings Share Price - Live NSE: SONACOMS Stock Price & Chart - Upstox (mostly earnings-related coverage, no strong signal)",Neutral,"Upstox, simplywall.st, scanx.trade",✓ Strong REV GROWTH 26.2%,✗ High debt (7.2x) | ✗ Expensive PE (71.2x) | ✗ Expensive P/B (8.3x),8,3,13,24,❌ WAIT,> ₹246,WATCH
2026-08-31,2026-08,ENDURANCE,Consumer Cyclical,Auto Parts,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹42,002 Cr",2142.8,2871.2,3079.9,-6.78%,-1.98,-3.92,4.09,Strong Uptrend,🟡 Consolidating,38.4,0.73,1,69.01,43.27,486.33,6.14,0.39,"₹1,380",26.1,,,19.39,"54 articles, dominant topic: earnings. Earnings Update: Endurance Technologies Limited (NSE:ENDURANCE) Just Reported Its First-Quarter Results And Analysts Are Updating Their Forecasts - simplywall.st (mostly earnings-related coverage, no strong signal)",Neutral,"simplywall.st, Moneycontrol.com, Univest",✓ Strong REV GROWTH 26.1% | ✓ Oversold RSI (38.4) — good entry,✗ High debt (19.4x) | ✗ Expensive PE (43.3x) | ✗ Expensive P/B (6.1x),8,3,20,31,❌ WAIT,"> ₹1,518",WATCH
2026-08-31,2026-08,M&M,Consumer Cyclical,Auto Manufacturers,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹4,08,043 Cr",2896,3282,3839.9,-14.53%,-1.56,-3.87,-3.43,Downtrend,🟡 Consolidating,26.5,1.95,1.46,164.23,20.69,833.02,4.08,0.97,"₹3,285",24.06,,,125.28,"100 articles, dominant topic: earnings. Here's Why We Think Mahindra & Mahindra (NSE:M&M) Might Deserve Your Attention Today - simplywall.st (bullish signals: record high, upgrade; bearish signals: downgrade)",Neutral,"simplywall.st, Moneycontrol.com, Business Standard",✓ Strong REV GROWTH 24.1% | ✓ Deeply oversold RSI (26.5),✗ High debt (125.3x) | ✗ Below 200-day MA — long-term trend broken,8,18,15,41,❌ WAIT,"₹2,956 – ₹3,285",HOLD
2026-08-31,2026-08,GATEWAY,Industrials,Integrated Freight & Logistics,INDUSTRIAL_CAPEX,High,Cyclical,"₹2,670 Cr",48.1,53.79,67.72,-20.57%,0.34,-0.09,-5.17,Downtrend,🟡 Consolidating,32.4,1.08,1.19,4.9,10.9,46.17,1.16,3.74,₹98,31.61,,,25.36,"56 articles, dominant topic: dividends. GATEWAY Forecast — Price Target — Prediction for 2027 - TradingView (bullish signals: record high)",Neutral,"TradingView, simplywall.st, Univest",✓ Strong REV GROWTH 31.6% | ✓ Attractive PE (10.9x) | ✓ Attractive P/B (1.2x) | ✓ Good dividend yield (3.7%),✗ High debt (25.4x) | ✗ Below 200-day MA — long-term trend broken,10,30,10,50,🔎 INVESTIGATE WHY,< ₹78,ACCUMULATE
2026-08-31,2026-08,DELHIVERY,Industrials,Integrated Freight & Logistics,INDUSTRIAL_CAPEX,High,Cyclical,"₹33,638 Cr",374.45,456.2,524,-12.94%,-2.98,2.57,-5.34,Uptrend,🔵 Pullback,37.6,0.74,1,1.21,371.07,129.79,3.46,,₹24,17.65,,,15.1,"59 articles, dominant topic: acquisitions. Delhivery Ltd. Share Price Today - Delhivery Ltd. Stock Price Live NSE/BSE - CNBC TV18 (bearish signals: penalty)",Neutral,"CNBC TV18, Moneycontrol.com, Business Standard",✓ Strong REV GROWTH 17.6% | ✓ Oversold RSI (37.6) — good entry,✗ High debt (15.1x) | ✗ Expensive PE (371.1x) | ✗ Expensive P/B (3.5x),8,4,20,32,❌ WAIT,> ₹27,WATCH
2026-08-31,2026-08,TCI,Industrials,Integrated Freight & Logistics,INDUSTRIAL_CAPEX,High,Cyclical,"₹6,939 Cr",868.05,868,1242,-30.11%,-2.26,-3.64,-6.72,Strong Downtrend,🟡 Consolidating,21,1.55,0.92,59.26,15.24,334.36,2.7,1.11,"₹1,185",9.47,,,11.99,"49 articles, dominant topic: promoter_activity. ₹616 - That's What Analysts Think TCI Express Limited (NSE:TCIEXP) Is Worth After These Results - simplywall.st (mostly promoter_activity-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, Upstox",✓ Attractive PE (15.2x) | ✓ Deeply oversold RSI (21.0),✗ Weak REV GROWTH 9.5% | ✗ High debt (12.0x) | ✗ Below 200-day MA — long-term trend broken,2,25,15,42,🔎 INVESTIGATE WHY,< ₹948,HOLD
2026-08-31,2026-08,CONCOR,Industrials,Railroads,INDUSTRIAL_CAPEX,High,Cyclical,"₹39,376 Cr",421.45,511.9,569.8,-10.16%,-0.79,-0.87,-2.29,Strong Uptrend,🟢 Tight Base,50,0.88,1.16,16.36,31.6,169.93,3.04,1.24,₹327,2.16,,,7.39,"52 articles, dominant topic: earnings. Container Corp of India Share Price - Live NSE: CONCOR Stock Price & Chart - Upstox (bullish signals: profit rises; bearish signals: downgrade)",Neutral,"Upstox, TradingView, Business Standard",,✗ Poor REV GROWTH 2.2% | ✗ High debt (7.4x) | ✗ Expensive P/B (3.0x),0,11,13,24,❌ WAIT,> ₹360,WATCH
2026-08-31,2026-08,EICHERMOT,Consumer Cyclical,Auto Manufacturers,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹2,20,578 Cr",6070,7953.5,8230,-3.36%,-1.31,-1.16,1.53,Strong Uptrend,🟠 Volatile,45.9,2.03,1.28,210.24,38.22,915.01,8.78,1.02,"₹4,205",23.95,,,2.05,"47 articles, dominant topic: earnings. Eicher Motors Share Price - Live NSE: EICHERMOT Stock Price & Chart - Upstox (mostly earnings-related coverage, no strong signal)",Neutral,"Upstox, simplywall.st, TradingView",✓ Strong REV GROWTH 23.9% | ✓ Volume spike 2.0x on uptrend,✗ High debt (2.0x) | ✗ Expensive P/B (8.8x),8,9,20,37,❌ WAIT,"> ₹4,625",HOLD
2026-08-31,2026-08,CHOLAHLDNG,Financial Services,Credit Services,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹29,282 Cr",1305,1485.5,2064,-28.03%,-0.89,-4.06,-3.1,Strong Downtrend,🟡 Consolidating,27.2,1.86,1.41,142.16,10.97,823,1.89,0.08,"₹1,234",16.81,,,623.16,"14 articles, dominant topic: earnings. It's A Story Of Risk Vs Reward With Cholamandalam Financial Holdings Limited (NSE:CHOLAHLDNG) - simplywall.st (mostly earnings-related coverage, no strong signal)",Neutral,"simplywall.st, vinanet.vn, scanx.trade",✓ Strong REV GROWTH 16.8% | ✓ Deeply oversold RSI (27.2),✗ Below 200-day MA — long-term trend broken,6,15,15,36,❌ WAIT,"> ₹1,358",HOLD
2026-08-31,2026-08,APTUS,Financial Services,Mortgage Finance,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹12,741 Cr",193.03,248.85,353.25,-29.55%,-2.85,-2.16,-4.73,Downtrend,🟡 Consolidating,39.8,0.78,1.16,19.92,12.77,101.05,2.52,1.97,₹152,26.96,,,156.2,"53 articles, dominant topic: earnings. Aptus Value Housing Finance India vs Nifty 50: Returns Compared - Univest (bullish signals: outperform, profit rises)",Bullish (2/10),"Univest, simplywall.st, Moneycontrol.com",✓ Strong REV GROWTH 27.0% | ✓ Good dividend yield (2.0%) | ✓ Oversold RSI (39.8) — good entry | ✓ Bullish news signal (2/10) — positive momentum,✗ Below 200-day MA — long-term trend broken,8,18,11,37,❌ WAIT,> ₹167,HOLD
2026-08-31,2026-08,SHRIRAMFIN,Financial Services,Credit Services,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹2,55,746 Cr",578.6,1109.9,1153.7,-3.80%,2.12,-0.81,6.04,Strong Uptrend,🟡 Consolidating,44.5,1.51,1.97,56.59,19.21,350.34,3.1,1.27,₹526,13.86,18.5,,276.21,"39 articles, dominant topic: earnings. Shriram Finance Share Price - Live NSE: SHRIRAMFIN Stock Price & Chart - Upstox (bullish signals: record high)",Neutral,"Upstox, TradingView, simplywall.st",,,19,13,15,47,❌ WAIT,> ₹578,HOLD
2026-08-31,2026-08,STARHEALTH,Financial Services,Insurance - Life,FINANCIAL_INSURANCE,Low-Medium,Defensive,"₹34,295 Cr",416.55,567.75,624.9,-9.15%,-1,-0.92,-5.53,Uptrend,🟡 Consolidating,34,1.09,0.43,11.45,50.9,172.35,3.38,,₹345,10.07,7.51,2.53,,"30 articles, dominant topic: management. STARHEALTH Forecast — Price Target — Prediction for 2027 - TradingView (mostly management-related coverage, no strong signal)",Neutral,"TradingView, simplywall.st, Univest",✓ Oversold RSI (34.0) — good entry,✗ Poor ROE 7.5%,8,12,20,40,❌ WAIT,> ₹379,HOLD
2026-08-31,2026-08,BAJAJHLDNG,Financial Services,Asset Management,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹1,25,650 Cr",8588,11644,13880,-16.11%,2.68,4.71,2.65,Strong Uptrend,🟡 Consolidating,52.8,1.21,1.17,796.19,14.18,6572.76,1.72,1.44,"₹9,859",26.96,11.6,,0.01,"19 articles, dominant topic: earnings. Bajaj Holdings and Investment Share Price Target 2026: Rs 12,000 Analyst Forecast - Univest (bullish signals: profit rises)",Neutral,"Univest, vinanet.vn, scanx.trade",✓ Strong REV GROWTH 27.0%,,13,20,13,46,❌ WAIT,"> ₹10,845",HOLD
2026-08-31,2026-08,SBILIFE,Financial Services,Insurance - Life,FINANCIAL_INSURANCE,Low-Medium,Defensive,"₹1,76,088 Cr",1700.4,1740.5,2132,-18.36%,-1.17,-1.21,-7.52,Strong Downtrend,🟡 Consolidating,20.3,0.92,0.83,25.9,67.76,200.67,8.75,0.15,₹401,-4.28,13.7,0.35,,"46 articles, dominant topic: earnings. Do SBI Life Insurance's (NSE:SBILIFE) Earnings Warrant Your Attention? - simplywall.st (mostly earnings-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, vinanet.vn",✓ Deeply oversold RSI (20.3),✗ Poor REV GROWTH -4.3% | ✗ Expensive P/B (8.8x) | ✗ Below 200-day MA — long-term trend broken,8,2,15,25,❌ WAIT,> ₹441,WATCH
2026-08-31,2026-08,TVSMOTOR,Consumer Cyclical,Auto Manufacturers,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,,3228,4341.3,4475,-2.99%,0.86,-0.51,0.65,Strong Uptrend,🟡 Consolidating,44.7,1.67,1.22,72.44,61.02,70.31,62.86,0.28,"₹1,449",29.18,,,306.09,"45 articles, dominant topic: earnings. TVSMOTOR Forecast — Price Target — Prediction for 2027 - TradingView (bullish signals: profit rises)",Neutral,"TradingView, simplywall.st, CNBC TV18",✓ Strong REV GROWTH 29.2%,✗ High debt (306.1x) | ✗ Expensive PE (61.0x) | ✗ Expensive P/B (62.9x),8,3,15,26,❌ WAIT,"> ₹1,594",WATCH
2026-08-31,2026-08,NIFTYBEES,,,ETF,Low-Medium,Index / Allocation,,251.7,274.87,302.25,-9.06%,-0.27,-0.36,-0.92,Strong Downtrend,🟡 Consolidating,31,0.98,0.93,,21.37,,,,₹257,,,,,"10 articles, dominant topic: dividends. What is Nifty BeES ETF: Meaning, Features and Advantages - HDFC Sky (mostly dividends-related coverage, no strong signal)",Neutral,"HDFC Sky, TradingView, Sahi",✓ Oversold RSI (31.0) — good entry | ✓ Broad index / asset allocation,✗ Below 200-day MA — long-term trend broken,30,20,10,60,🟢 ACCUMULATE,₹257 – ₹283,ACCUMULATE
2026-08-31,2026-08,5PAISA,Financial Services,Capital Markets,FINANCIAL_CAPITAL_MARKETS,High,Market-sensitive,"₹1,784 Cr",245.5,356.6,416.95,-14.47%,-3.19,-4.86,2.29,Uptrend,🔵 Pullback,40.6,0.89,1.15,13.37,28.47,207.53,1.83,,₹267,-21.01,,,58.31,"49 articles, dominant topic: corporate_actions. 5Paisa Capital Share Price - Upstox (bearish signals: resigns)",Neutral,"Upstox, Univest, Moneycontrol.com",,✗ Poor REV GROWTH -21.0%,0,14,15,29,❌ WAIT,> ₹294,WATCH
2026-08-31,2026-08,TATATECH,Technology,Information Technology Services,QUALITY_GROWTH,Medium,Long-term Growth,"₹32,220 Cr",507.4,831.05,891,-6.73%,-0.4,4.21,11.15,Strong Uptrend,🟡 Consolidating,41.2,0.59,1.11,13.73,57.79,96.64,8.21,1.05,₹343,6.52,,,23.91,"29 articles, dominant topic: earnings. Public companies invested in Tata Technologies Limited (NSE:TATATECH) copped the brunt of last week's ₹12b market cap decline - simplywall.st (bearish signals: profit falls)",Neutral,"simplywall.st, TradingView, Upstox",,✗ Weak REV GROWTH 6.5% | ✗ High debt (23.9x) | ✗ Expensive PE (57.8x),2,5,15,22,❌ WAIT,> ₹378,WATCH
2026-08-31,2026-08,HDFCSML250,,,DEFAULT,,,,142.7,185.36,189.83,-2.35%,-0.61,0.1,2.6,Strong Uptrend,🟢 Tight Base,52.3,1.2,1.06,,26.53,,,,₹140,,,,,"4 articles, dominant topic: dividends. HDFCSML250 ETF Price and Chart — NSE:HDFCSML250 - TradingView (mostly dividends-related coverage, no strong signal)",Neutral,TradingView,,,0,10,13,23,❌ WAIT,> ₹154,WATCH
2026-08-31,2026-08,PIIND,Basic Materials,Agricultural Inputs,QUALITY_GROWTH,Medium,Long-term Growth,"₹38,048 Cr",2453.1,2370,3898,-39.20%,-2.07,-4.24,-13.55,Strong Downtrend,🟡 Consolidating,18.1,1.15,0.97,76.23,32.9,740.28,3.39,0.61,"₹1,906",-15.61,,,3.05,"21 articles, dominant topic: earnings. PI Industries Share Price - Live NSE: PIIND Stock Price & Chart - Upstox (mostly earnings-related coverage, no strong signal)",Neutral,"Upstox, TradingView, simplywall.st",✓ Deeply oversold RSI (18.1),✗ Poor REV GROWTH -15.6% | ✗ High debt (3.0x) | ✗ Below 200-day MA — long-term trend broken,0,19,15,34,❌ WAIT,"> ₹2,096",WATCH
2026-08-31,2026-08,MOM100,,,DEFAULT,,,,56.15,68.83,70.32,-2.12%,-0.42,-0.04,1.41,Strong Uptrend,🟡 Consolidating,51.2,1.76,1.06,,28.85,,,,₹48,,,,,"1 articles, dominant topic: general. Motilal Oswal Midcap 100 ETF - Equitypandit (mostly general-related coverage, no strong signal)",Neutral,Equitypandit,,,0,10,13,23,❌ WAIT,> ₹52,WATCH
2026-08-31,2026-08,KALYANKJIL,Consumer Cyclical,Luxury Goods,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹63,266 Cr",327.05,601,648.95,-7.39%,-2.4,-1.14,-1.89,Strong Uptrend,🟡 Consolidating,49.5,0.38,1.55,13.86,44.2,61.16,10.02,0.41,₹277,42.77,,,96.97,"34 articles, dominant topic: general. Here's Why Kalyan Jewellers India (NSE:KALYANKJIL) Has Caught The Eye Of Investors - simplywall.st (mostly general-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, NiftyTrader",✓ Strong REV GROWTH 42.8%,✗ High debt (97.0x) | ✗ Expensive PE (44.2x) | ✗ Expensive P/B (10.0x),8,3,15,26,❌ WAIT,> ₹305,WATCH
2026-08-31,2026-08,ABBOTINDIA,Healthcare,Drug Manufacturers - Specialty & Generic,QUALITY_GROWTH,Medium,Long-term Growth,"₹56,130 Cr",25150,25850,32775,-21.13%,-1.24,-2.16,-7.01,Downtrend,🟡 Consolidating,17,0.74,0.28,760.9,34.72,2246.75,11.76,1.99,"₹19,022",8.12,,,3.6,"24 articles, dominant topic: dividends. Only Three Days Left To Cash In On Abbott India's (NSE:ABBOTINDIA) Dividend - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, ICICI Direct",✓ Good dividend yield (2.0%) | ✓ Deeply oversold RSI (17.0),✗ Weak REV GROWTH 8.1% | ✗ High debt (3.6x) | ✗ Expensive P/B (11.8x),2,16,15,33,❌ WAIT,"> ₹20,925",WATCH
2026-08-31,2026-08,SWIGGY,Consumer Cyclical,Internet Retail,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹75,299 Cr",235.75,281.9,474,-40.53%,0.5,-0.83,-1.04,Downtrend,🟡 Consolidating,51.9,1.17,1.15,-14.78,,70.28,4.09,,,51.72,,,13.93,"100 articles, dominant topic: earnings. Swiggy stock erases 5% intraday gains amid profit booking; should you buy, sell or hold post-company's... - Moneycontrol.com (bearish signals: downgrade, loss widens)",Bearish (4/10),"Moneycontrol.com, NDTV Profit, simplywall.st",✓ Strong REV GROWTH 51.7%,✗ High debt (13.9x) | ✗ Below 200-day MA — long-term trend broken | ✗ Bearish news signal (4/10) — negative momentum,8,4,1,13,❌ WAIT,,AVOID
2026-08-31,2026-08,NATCOPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,QUALITY_GROWTH,Medium,Long-term Growth,"₹15,799 Cr",789,841.5,1226.8,-31.41%,-1.44,-4.81,-8.08,Strong Downtrend,🟡 Consolidating,32.6,0.84,1.07,63.92,13.55,514.92,1.68,0.74,"₹1,598",-7.93,,,7.74,"25 articles, dominant topic: dividends. NATCO Pharma Limited (NSE:NATCOPHARM) Looks Like A Good Stock, And It's Going Ex-Dividend Soon - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, TechStock²",✓ Attractive PE (13.6x) | ✓ Attractive P/B (1.7x) | ✓ Oversold RSI (32.6) — good entry,✗ Poor REV GROWTH -7.9% | ✗ High debt (7.7x) | ✗ Below 200-day MA — long-term trend broken,0,27,10,37,🔎 INVESTIGATE WHY,"< ₹1,278",HOLD
2026-08-31,2026-08,WELCORP,Basic Materials,Steel,COMMODITY_CYCLICAL,Very High,Cyclical,"₹60,829 Cr",710,2391,2433.9,-1.76%,0.72,-0.76,44.86,Strong Uptrend,🔴 Extended,82.8,0.51,0.97,85.14,27.09,347.08,6.65,0.22,₹681,21.67,,,25.04,"40 articles, dominant topic: earnings. WELCORP Forecast — Price Target — Prediction for 2027 - TradingView (bullish signals: order win, record high)",Bullish (4/10),"TradingView, Upstox, Univest",✓ Strong REV GROWTH 21.7% | ✓ Bullish news signal (4/10) — positive momentum,✗ High debt (25.0x) | ✗ Expensive PE (27.1x) | ✗ Expensive P/B (6.7x),10,3,12,25,❌ WAIT,> ₹749,WATCH
